name,sub_title,brand,model,color,price,currency,availability,description,avg_rating,review_count,available_sizes
Nike Dri-FIT Infograph (NFL Buffalo Bills),Men's T-Shirt,Nike,1000134035,Royal,40.0,USD,OutOfStock,"COMFORTABLE GAME-DAY LOOK.The Nike Dri-FIT Infograph (NFL Buffalo Bills) T-Shirt combines lightweight fabric with sweat-wicking technology to help keep you dry and cool as you show pride for your favorite team.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Jersey fabric has a soft, lightweight feel.Product Details100% polyesterMachine washImportedShown: RoyalStyle: NS234DA81-7HT",0.0,0.0,Unavailable
U.S. Academy Pro,Big Kids' Nike Dri-FIT Short-Sleeve Soccer Top,Nike,14062977,Obsidian/White,30.0,USD,OutOfStock,"UP YOUR GAME.After conquering the basics, take your skills to the next level. A relaxed fit works together with moisture-wicking technology to help keep you cool when your training heats up.BenefitsNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Mesh back panel provides more breathability.Product DetailsStandard fit for a relaxed, easy feel100% polyesterMachine washImportedShown: Obsidian/WhiteStyle: DM9612-451",0.0,0.0,Unavailable
Nike Air Deschutz+ SE,Men's Shoes,Nike,13936579,Dark Driftwood/Canyon Purple/Dark Smoke Grey/Light Iron Ore,85.0,USD,InStock," From city hikes to canyon trails and long walks on the beach, the Nike ACG Air Deschutz+ is built to get you places. Its classic '90s look pairs with a rugged, outdoor-inspired design made with quick-drying materials and plush cushioning. Strap in and let your journey begin.Northwest TestedThis product was designed and tested in Oregon, USA. The state's vast wilderness and climate served as inspiration for the sandal's look and purpose.Time-Tested ComfortNike Air in the heel gives you cushioning for those wet and rocky adventures.Adventure ApprovedWhether you're splashing in creeks or hopping boulders, the quick-drying materials in the upper and sticky rubber outsole keep you ready for the outdoors.On-the-Go AdjustmentsHook-and-loop straps let you quickly personalize the fit to match the day's adventure.More BenefitsGraphics are inspired by cross sections of rocks on Mt. St. Helens.Textured footbed helps hold your foot in place.Shown: Dark Driftwood/Canyon Purple/Dark Smoke Grey/Light Iron OreStyle: DQ4457-200Nike ACGReady to conquer or escape the urban landscape, Nike All Conditions Gear outfits you in modern wear that tackles the elements. Wind- and waterproof fabrics and breathable technologies keep you covered, while next-level design equips you with versatile storage and style options.",0.0,0.0,M 4 / W 5.5 | M 5 / W 6.5 | M 6 / W 7.5 | M 7 / W 8.5 | M 8 / W 9.5 | M 9 / W 10.5 | M 10 / W 11.5 | M 11 / W 12.5 | M 12 / W 13.5 | M 13 / W 14.5
Nike Dri-FIT,Little Kids' T-Shirt and Shorts Set,Nike,14165170,Siren Red,36.97,USD,OutOfStock,"COORDINATED SEPARATES FOR FUN.The Nike Set includes a sweat-wicking T-shirt and shorts for an easy everyday outfit that's comfortable.BenefitsThe Nike Dri-FIT T-Shirt is 100% made for play. This active top is made of soft, sweat-wicking fabric to help you stay dry with every run, skip and jump.Run, jump and play in the Nike Dri-FIT Shorts. This classic style is breathable and lightweight so your little athlete can keep at it in comfort.Product Details100% PolyesterMachine washImportedShown: Siren RedStyle: 86J179-R3R",4.7,6.0,Unavailable
Sacramento Kings Icon Edition,Men's Nike NBA Swingman Shorts,Nike,12270545,Field Purple/Dark Steel Grey/White/White,80.0,USD,InStock,REP YOUR TEAM.The Sacramento Kings Icon Edition Nike NBA Swingman Shorts are inspired by the authentic NBA shorts. They feature sweat-wicking fabric and side pockets for easy-access storage. Design details match your team's on-court look. This product is made with 100% recycled polyester fibers.BenefitsDri-FIT technology helps keep you dry and comfortable.Double-knit mesh is lightweight yet durable.Hem vents let you move freely.Product DetailsSide seam pockets100% recycled polyesterMachine washImportedShown: Field Purple/Dark Steel Grey/White/WhiteStyle: AJ5647-504,0.0,0.0,S | M | L | XL | 2XL
MLB Houston Astros,Women's Replica Baseball Jersey,Nike,13731002,Midnight Navy,115.0,USD,InStock,LOYALTY TO YOUR TEAM.The MLB Houston Astros Jersey helps deliver a comfortable fit with its polyester material. It features team details to add authenticity to your look on game day.Product Details100% polyesterMachine washImportedShown: Midnight NavyStyle: T773HUNUHUS-XVU,4.8,5.0,S (4–6) | M (8–10) | L (12–14) | XL (16–18) | 2XL (20–22)
Nike ACG AW84,Cap,Nike,13333811,Black,28.0,USD,OutOfStock,"A LIGHTWEIGHT FAVORITE.An outdoor staple, now made with 100% organic cotton fibers. The Nike ACG AW84 cap continues our sustainability journey in a classic 5-panel design. A lightweight, woven crown has a an adjustable strap at the back so you can find the right fit with ease.Northwest TestedThis product was designed and tested in Oregon, USA.Coverage That Feels LightWoven fabric throughout the 5-panel crown has a soft, lightweight feel.Adjusts To Feel RightAn adjustable strap at the back lets you customize your fit.Product DetailsBody and Front Lining: 100% cottonHand washImportedShown: BlackStyle: DC9064-010",5.0,1.0,Unavailable
Nike College Heritage86 (Texas),Hat,Nike,13152603,Desert Orange,22.97,USD,OutOfStock,"CLEAN LINES, CLASSIC LOOKS.The Nike College Heritage86 (Texas) Hat serves up a Longhorns graphic and our legendary logo, bringing clean styling to a classic 6-panel look.Benefits6-panel design provides durability.Adjustable closure on the back offers a personalized fit.Embroidered eyelets add breathability.Product Details100% cottonHand washImportedShown: Desert OrangeStyle: DH2271-802",0.0,0.0,Unavailable
New York Knicks,Nike NBA Beanie,Nike,13746051,Rush Blue,28.0,USD,OutOfStock,"STRETCHY WARMTH WITH NBA IDENTITY.Top off your game-day look with this New York Knicks Beanie. It's made from an acrylic blend that's soft, stretchy and warm, with a stitched-down team label on the cuff. This product is made with at least 50% recycled polyester fibers.Product DetailsCuffed designBody/lining: 60% polyester/40% acrylicHand washImportedShown: Rush BlueStyle: DM8717-495",0.0,0.0,Unavailable
Paris Saint-Germain 2022/23 Stadium Home,Women's Nike Dri-FIT Soccer Jersey,Nike,13890952,Midnight Navy/White/Midnight Navy,90.0,USD,InStock," Like other jerseys from our Stadium collection, this one pairs replica design details with sweat-wicking technology to give you a game-ready look inspired by your favorite team. This product is made with 100% recycled polyester fibers.BenefitsNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Replica design is modeled after what the pros wear on the field.Product DetailsSlim fit for a tailored feel100% polyesterMachine washImportedShown: Midnight Navy/White/Midnight NavyStyle: DJ7781-411",0.0,0.0,XS (0–2) | S (4–6) | M (8–10) | L (12–14) | XL (16–18)
Nike College Dri-FIT (Michigan State),Men's Long-Sleeve Hooded T-Shirt,Nike,13919312,Flat Silver,37.97,USD,InStock," Rep your favorite team with proud Spartans graphics on this sweat-wicking Michigan State hooded tee. Perfect for game day or the offseason, it lets you cover up when you need to—without the bulk.BenefitsNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Knit fabric feels soft against your skin.Product Details""Nike Campus"" label at hem58% cotton/42% polyesterMachine washImportedShown: Flat SilverStyle: DO4822-007",0.0,0.0,S | 2XL | 3XL
Nike Dri-FIT Crucial Catch (NFL Tampa Bay Buccaneers),Women's T-Shirt,Nike,14233912,Black,40.0,USD,InStock,"SHOWCASE YOUR SUPPORT.Join the NFL in a great cause with the Nike Dri-FIT Crucial Catch (NFL Tampa Bay Buccaneers) T-Shirt. It's designed with sweat-wicking technology to help keep you dry and comfortable as you proudly rep your team.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Jersey fabric has a soft, lightweight feel.Product Details57% cotton/43% polyesterMachine washImportedShown: BlackStyle: NS5400AZUV-8UQ",0.0,0.0,XS (0–2) | S (4–6) | M (8–10) | L (12–14) | XL (16–18)
Nike Zoned Support,Calf Sleeves,Nike,12090072,Black,45.0,USD,InStock,"DRY SUPPORT.The Nike Zoned Support Calf Sleeves feature a sweat-wicking, compressive design for dry comfort and optimal support.BenefitsDri-FIT technology helps keep you dry and comfortable.Flat seams feel smooth against your skin.Left/right specific provide an enhanced fit.Product DetailsSold as a pairReflective elementsThis product is not intended for use as Personal Protective Equipment (PPE)70% nylon/30% spandexMachine washImportedShown: BlackStyle: NRSE5-042",4.8,11.0,S | M | L | XL
Nike,Ponytail Holder (9-Pack),Nike,13450721,Multi-Color,10.97,USD,InStock,"MAINTAIN YOUR FOCUS.The Nike Ponytail Holder (9-Pack) includes 9 stretchy elastic bands to securely hold your hair so you can maintain your focus.Product DetailsWidths: 0.5in/1.5cm, 0.5in/1cm, 0.2in/0.5cm.48% polyester/31% rubber/19% nylon/2% spandexImportedShown: Multi-ColorStyle: N0003537-036",3.9,15.0,Unavailable
Nike Dri-FIT Vapor,Men's Golf Polo,Nike,13915956,White/Black,55.97,USD,InStock,"ICONIC PERFORMANCE.The Nike Dri-FIT Vapor Polo pairs stretchy, sweat-wicking fabric with a knit-in 26-degree chevron design, a tribute to the iconic look of the Nike Windrunner. The knit-in pattern adds breathability, helping you stay cool and comfortable on and off the course. The Swoosh is on the left sleeve so you can easily apply custom graphics like a logo or a crest to the chest.BenefitsNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Mesh insert at the back of the collar adds breathability in this high-heat area.Hem vents let the polo drape nicely when worn untucked or stay tucked-in when it needs to.Product DetailsStandard fit for a relaxed, easy feelFold over collar2-button placket100% polyesterMachine washShown: White/BlackStyle: DH0930-100Windrunner OriginsThe Windrunner became the face of Nike apparel in 1978, at a time when the company was known for its footwear. Today, this running-turned-everyday jacket is still as relevant and exciting as it was back then with its iconic 26-degree chevron styling, excellent breathability and weather resistance.",0.0,0.0,S | M | L | XL | 2XL
Nike Sportswear,Toddler T-Shirt and Shorts Set,Nike,13733284,Multi-Color,32.97,USD,OutOfStock,"COMFORT FROM TOP TO BOTTOM.The Nike Set includes a T-Shirt and Shorts to keep little ones comfy all day long.BenefitsCotton fabric feels soft and comfortable.Ribbed collar stretches for comfort.The shorts are made with French terry fabric that feels soft and smooth on the outside and gently textured on the inside.Product DetailsStandard fit for a relaxed, easy feelT:Shirt: 100% Cotton Shorts: 60% Cotton, 40% PolyesterTop：Hand WashImportedShown: Multi-ColorStyle: 76H749-023",5.0,3.0,Unavailable
Air Jordan XXXV Low DS PF,Basketball Shoes,Nike,13167172,Hyper Jade/Bright Crimson/Blue Orbit/Metallic Silver,165.0,USD,InStock," Basketball players create separation by cutting quicker, running faster and jumping higher than the competition. The ultra-lightweight Air Jordan XXXV Low helps transform your speed and power into linear and vertical separation. Similar to the inline game shoe, it uses a sculpted and stable midsole that's loaded with visible, large-volume Zoom Air units to help you exploit the space you create. The lower collar height allows ankle mobility while keeping you fully and comfortably contained. This PF version has an extra-durable outsole that's ideal for outdoor courts.Eclipse the CompetitionThe sculpted Eclipse plate 2.0 is raised along its upper edge to enhance side-to-side stability and support. It's hollowed out to reduce the shoe's overall weight while letting you see through the shoe.2x Visible ZoomZoom Air cushioning under the heel and forefoot has a springy, responsive feel. The large-volume heel unit provides impact cushioning, while the forefoot unit helps support your game. The edges of both units are visible through the hollow midsole plate.Lace Up, Lock InFlightwire cables stitched into the side radiate up from the curved plate. When you lace up they pull the material snugly over the sides and top of your foot to help keep you stable on the footbed.Traction and ControlThe rubber outsole uses a modified herringbone tread pattern that grips the court. It's designed to help you stop, start and change directions on the fly.More BenefitsThe extra-durable outsole rubber is designed to play on outdoor courts.Product DetailsFoam soleTongue pull tabNot intended for use as Personal Protective Equipment (PPE)Shown: Hyper Jade/Bright Crimson/Blue Orbit/Metallic SilverStyle: DJ2831-300",0.0,0.0,Unavailable
Nike College Dri-FIT (UCLA),Men's Polo,Nike,14045780,Signal Blue,50.0,USD,InStock," With Bruins details on a time-tested silhouette, this UCLA polo is a perfect fit for the sidelines or your daily adventures. It gives you a little extra to keep you going with UV-treated fabric that wicks sweat to help you stay cool.BenefitsNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Knit fabric feels soft and smooth.Product DetailsThis product provides UVA and UVB protection from the sun only in the areas covered by the garment. To protect exposed areas, the use of good quality sunscreen is recommended.Standard fit for a relaxed, easy feelDropped back hem100% polyesterMachine washImportedShown: Signal BlueStyle: DQ9266-403",0.0,0.0,S | XL | 2XL
Jordan,Big Kids' (Boys') Full-Zip Jacket,Nike,13847339,Black,75.0,USD,OutOfStock,FUZZY FIT FOR COLD TEMPS.The Jordan Jacket is made with plush sherpa fleece to keep you looking and feeling comfortable in cold temps. DNA details create instant hoops style.BenefitsFuzzy sherpa fleece feels warm and cozy inside and outside.The high collar helps block out the wind.Full-length zipper lets you adjust for a comfy fit.Product DetailsLoose fit for a roomy feel100% polyesterMachine washImportedShown: BlackStyle: 95A724-023,0.0,0.0,Unavailable
NFL Los Angeles Rams Nike Vapor Untouchable (Matthew Stafford),Men's Limited Football Jersey,Nike,14006895,White,160.0,USD,InStock,"GRIDIRON LOOK.The NFL Los Angeles Rams Nike Vapor Untouchable Jersey delivers an authentic touch on game day. Sweat-wicking technology and sublimated detailing help provide all-day comfort as you rep your favorite player.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Sublimated details add breathability.Ventilation over major heat zones helps keep you cool.Product DetailsStandard fit for a relaxed, easy feelNFL shield at V-neckTagless neck labelLaser-cut embossed jock tag100% polyesterMachine washImportedShown: WhiteStyle: 32NMLRLA95F-2QF",0.0,0.0,M | L | XL | 2XL
Nike Team First (MLB Houston Astros),Women's Cropped T-Shirt,Nike,14226420,Orange,35.0,USD,OutOfStock,SHOW YOUR TEAM SPIRIT.Keep comfy and casual in the Nike Team First (MLB Houston Astros) T-Shirt. Its cropped design and large team details make this cotton tee a trendy show of support for your MLB crew.Product Details100% cottonMachine washImportedShown: OrangeStyle: NMMD032NHUS-0LQ,0.0,0.0,Unavailable
